# Amber offline RIR CIDR->country snapshot (geo-attribution Source 1).
# Generated by scripts/build_rir_snapshot.py from REAL RIR delegated-extended files.
# Columns: <cidr>\t<ISO2>\t<registry>. Real delegation data, not invented.
5.104.228.0/24	NL	ripencc
5.104.229.0/24	NL	ripencc
5.104.230.0/23	NL	ripencc
5.104.248.0/21	PL	ripencc
5.132.0.0/17	NL	ripencc
5.132.128.0/18	AT	ripencc
5.133.8.0/21	PL	ripencc
5.133.32.0/21	IT	ripencc
5.133.48.0/22	IT	ripencc
5.133.52.0/22	IT	ripencc
5.133.56.0/21	IT	ripencc
5.133.68.0/22	FR	ripencc
5.133.84.0/22	NL	ripencc
5.133.96.0/22	IT	ripencc
5.133.112.0/24	DE	ripencc
5.133.113.0/24	FR	ripencc
5.133.114.0/24	IT	ripencc
5.133.115.0/24	PL	ripencc
5.133.116.0/22	DE	ripencc
5.133.190.0/24	ES	ripencc
5.133.248.0/21	PL	ripencc
5.134.0.0/21	BE	ripencc
5.134.16.0/21	DE	ripencc
5.134.32.0/20	ES	ripencc
5.134.64.0/20	PL	ripencc
5.134.88.0/21	IE	ripencc
5.134.96.0/21	FR	ripencc
5.134.112.0/21	ES	ripencc
5.134.120.0/21	IT	ripencc
5.134.208.0/21	PL	ripencc
5.135.0.0/16	FR	ripencc
5.144.136.0/21	FR	ripencc
5.144.144.0/21	ES	ripencc
5.144.160.0/20	IT	ripencc
5.144.184.0/21	IT	ripencc
5.145.120.0/21	IT	ripencc
5.145.128.0/20	DE	ripencc
5.145.168.0/21	ES	ripencc
5.145.184.0/21	DE	ripencc
5.146.0.0/15	DE	ripencc
5.149.112.0/21	LU	ripencc
5.149.136.0/22	BE	ripencc
5.149.140.0/23	BE	ripencc
5.149.142.0/24	BE	ripencc
5.149.143.0/24	BE	ripencc
5.149.160.0/21	PL	ripencc
5.149.168.0/21	IE	ripencc
5.149.176.0/20	FR	ripencc
5.149.192.0/21	PL	ripencc
5.149.224.0/20	DE	ripencc
5.150.128.0/20	IT	ripencc
5.150.144.0/21	IE	ripencc
5.152.128.0/22	IT	ripencc
5.152.144.0/22	IT	ripencc
5.152.148.0/24	IT	ripencc
5.152.149.0/24	IT	ripencc
5.152.154.0/23	IT	ripencc
5.152.156.0/22	IT	ripencc
5.152.160.0/21	PL	ripencc
5.152.168.0/21	ES	ripencc
5.152.176.0/21	DE	ripencc
5.152.240.0/21	IT	ripencc
5.153.0.0/18	NL	ripencc
5.154.0.0/17	ES	ripencc
